Age,Gender,Race,Prior_Offenses,Risk_Score,re-offend,Employment_Status,Location,Family_Background
18,0,0,3,1,0,Employed,Rural,No Criminal Background
59,0,3,3,0.49583563,0,Part-Time,Rural,Criminal Background
19,0,1,0,1,0,Unemployed,Rural,No Criminal Background
34,1,3,1,0.408278343,0,Part-Time,Rural,No Criminal Background
47,0,3,1,1,0,Unemployed,Urban,No Criminal Background
56,1,2,3,0.636629118,0,Student,Urban,No Criminal Background
24,0,0,3,0.20607971,0,Unemployed,Rural,Criminal Background
69,0,0,2,0.750360954,0,Student,Rural,No Criminal Background
44,1,1,3,0.241094401,0,Student,Rural,Criminal Background
26,1,1,0,0.519022511,1,Student,Rural,Criminal Background
39,1,1,4,0.214572436,0,Student,Rural,No Criminal Background
51,1,3,3,0.023116921,0,Employed,Rural,No Criminal Background
63,1,3,3,0.244728953,0,Student,Rural,No Criminal Background
66,1,1,0,0.708011071,0,Employed,Urban,No Criminal Background
18,0,0,2,0.61182321,0,Employed,Rural,Criminal Background
26,1,0,3,0.501497096,1,Student,Urban,Criminal Background
37,0,1,1,0.375988681,0,Unemployed,Urban,No Criminal Background
36,0,2,1,0.910065365,0,Unemployed,Rural,Criminal Background
53,0,0,1,0.774689616,0,Part-Time,Urban,No Criminal Background
57,0,0,4,0.413452839,0,Employed,Rural,Criminal Background
62,0,1,4,1,1,Employed,Urban,No Criminal Background
21,1,0,3,0.740626699,0,Unemployed,Urban,Criminal Background
26,1,3,3,0.748691239,1,Employed,Rural,No Criminal Background
58,1,3,3,0.318940906,0,Unemployed,Urban,No Criminal Background
39,0,0,4,0.000672799,1,Part-Time,Urban,No Criminal Background
35,1,3,3,0.865375612,0,Student,Urban,No Criminal Background
29,0,2,0,0.995133505,0,Student,Urban,Criminal Background
59,0,0,2,0.142286631,1,Student,Rural,No Criminal Background
60,0,1,1,0.493818778,0,Part-Time,Urban,No Criminal Background
56,0,3,1,0.763846901,0,Employed,Rural,Criminal Background
26,1,2,0,0.6847164,0,Part-Time,Rural,Criminal Background
23,1,2,3,0.903367852,0,Employed,Rural,No Criminal Background
36,1,3,4,0.14728157,0,Employed,Rural,Criminal Background
65,1,2,3,0.429939748,0,Student,Urban,Criminal Background
64,1,0,3,0.111808081,0,Unemployed,Urban,No Criminal Background
24,0,2,1,0.542121788,0,Unemployed,Urban,No Criminal Background
33,1,3,1,0.015107446,0,Student,Urban,No Criminal Background
22,0,2,4,1,0,Employed,Rural,No Criminal Background
33,0,3,1,0.669609398,1,Part-Time,Rural,No Criminal Background
18,0,3,3,0.934782487,0,Student,Urban,Criminal Background
68,1,2,0,0.062899936,1,Student,Rural,Criminal Background
54,0,3,4,0.262714118,0,Part-Time,Rural,No Criminal Background
56,0,3,0,0.329542284,0,Employed,Rural,No Criminal Background
36,1,1,3,0.487231283,0,Student,Rural,No Criminal Background
54,0,0,4,1,0,Student,Rural,No Criminal Background
34,0,3,0,0.491121779,0,Employed,Rural,Criminal Background
43,0,0,4,0.260012309,0,Part-Time,Rural,Criminal Background
39,1,1,3,0.081887728,0,Part-Time,Rural,No Criminal Background
25,0,1,4,0.126701898,1,Unemployed,Rural,Criminal Background
50,0,1,3,1,1,Unemployed,Urban,Criminal Background
19,1,1,4,0.587139948,0,Part-Time,Urban,No Criminal Background
47,1,0,4,0.876863705,0,Unemployed,Rural,No Criminal Background
64,0,2,1,0.94940253,0,Unemployed,Urban,Criminal Background
37,1,2,3,0.142130585,0,Employed,Rural,Criminal Background
35,1,0,2,0.165035564,0,Student,Rural,Criminal Background
60,1,3,4,0.868643318,0,Unemployed,Urban,Criminal Background
27,1,0,0,0.829458538,1,Unemployed,Urban,No Criminal Background
41,1,3,1,0.396932305,0,Employed,Rural,Criminal Background
21,1,3,1,0.081293376,0,Part-Time,Rural,No Criminal Background
54,1,2,4,0.013912725,1,Unemployed,Urban,Criminal Background
21,0,1,2,0.399385532,0,Student,Rural,Criminal Background
30,1,2,1,0.010605615,0,Unemployed,Urban,No Criminal Background
42,1,2,3,0.241576252,1,Student,Rural,No Criminal Background
30,1,0,4,0.440475777,0,Part-Time,Rural,Criminal Background
35,0,0,4,0.153590943,0,Unemployed,Urban,Criminal Background
41,1,3,2,0.109491646,0,Student,Rural,No Criminal Background
19,1,0,3,0.896437436,0,Student,Urban,Criminal Background
65,0,3,3,0.676217884,1,Student,Rural,No Criminal Background
50,1,3,2,0.934455687,0,Part-Time,Urban,No Criminal Background
36,0,1,0,0.527246569,0,Student,Rural,Criminal Background
26,0,1,3,0.893831317,0,Employed,Urban,Criminal Background
45,1,2,0,0.204691675,1,Part-Time,Urban,No Criminal Background
52,0,1,0,0.816209219,0,Student,Urban,No Criminal Background
56,1,3,4,0.12958573,0,Part-Time,Urban,No Criminal Background
27,1,0,4,0.002080639,1,Part-Time,Urban,No Criminal Background
18,0,1,1,1,1,Employed,Urban,No Criminal Background
59,0,1,4,0.769083605,0,Student,Rural,No Criminal Background
38,1,1,3,1,0,Part-Time,Urban,Criminal Background
26,1,1,3,0.42062772,0,Part-Time,Rural,Criminal Background
64,0,3,0,0.416452201,0,Student,Rural,No Criminal Background
32,1,3,3,0.400655002,0,Employed,Urban,Criminal Background
52,1,2,4,0.852544488,0,Unemployed,Rural,No Criminal Background
22,1,0,4,0.653508972,0,Student,Rural,No Criminal Background
58,0,2,4,1,0,Unemployed,Urban,No Criminal Background
39,1,2,2,0.025440901,1,Student,Urban,Criminal Background
58,1,1,3,0.849835126,0,Student,Urban,Criminal Background
40,1,0,1,0.330327689,0,Part-Time,Urban,No Criminal Background
24,0,1,3,0.274784226,1,Student,Rural,No Criminal Background
40,0,3,3,0.617578703,0,Employed,Urban,Criminal Background
61,0,2,2,0.555570163,0,Employed,Urban,Criminal Background
42,1,0,3,0.137011029,0,Student,Urban,No Criminal Background
44,0,3,0,0.233189945,0,Part-Time,Rural,No Criminal Background
58,1,2,4,0.471430188,0,Part-Time,Rural,Criminal Background
23,0,0,4,0.517146437,0,Unemployed,Urban,Criminal Background
51,1,2,2,0.31755814,0,Student,Urban,No Criminal Background
26,0,0,4,0.206700578,0,Unemployed,Urban,No Criminal Background
66,1,2,0,0.005051599,0,Part-Time,Rural,No Criminal Background
50,1,1,2,1,0,Employed,Rural,No Criminal Background
68,0,2,1,1,0,Part-Time,Rural,No Criminal Background
23,1,2,4,0.507832898,0,Employed,Rural,No Criminal Background
54,0,0,3,1,1,Unemployed,Urban,Criminal Background
48,0,0,0,0.855877827,0,Part-Time,Rural,Criminal Background
51,1,1,0,0.082629045,0,Employed,Urban,Criminal Background
58,1,0,4,0.135375929,0,Unemployed,Urban,No Criminal Background
46,0,2,1,1,0,Part-Time,Urban,No Criminal Background
31,0,0,3,0.693057422,1,Student,Urban,Criminal Background
53,0,0,1,1,1,Part-Time,Rural,Criminal Background
53,1,0,1,1,0,Unemployed,Urban,No Criminal Background
32,0,1,4,0.620847628,1,Part-Time,Rural,Criminal Background
25,1,1,3,0.070314104,0,Unemployed,Rural,Criminal Background
43,1,3,4,0.217463803,1,Employed,Rural,No Criminal Background
53,0,1,4,0.08787497,0,Part-Time,Urban,Criminal Background
65,0,1,0,0.315157794,0,Unemployed,Urban,Criminal Background
38,1,1,4,0.623188982,1,Unemployed,Urban,Criminal Background
45,1,2,2,0.118196811,0,Student,Urban,No Criminal Background
21,1,3,3,0.166733248,1,Employed,Urban,No Criminal Background
33,1,2,0,0.468112871,0,Student,Rural,Criminal Background
39,0,1,3,0.449025655,0,Student,Urban,Criminal Background
29,1,1,0,0.589249236,0,Part-Time,Rural,No Criminal Background
33,0,3,2,0.570047746,0,Unemployed,Rural,No Criminal Background
68,0,3,4,0.941630732,0,Unemployed,Rural,No Criminal Background
57,0,0,0,1,0,Unemployed,Rural,No Criminal Background
55,1,1,0,0.142380927,0,Part-Time,Urban,No Criminal Background
59,1,1,0,0.119112179,1,Part-Time,Urban,Criminal Background
54,0,2,2,0.938086722,0,Employed,Urban,No Criminal Background
46,0,0,3,0.643377013,1,Student,Rural,Criminal Background
35,0,1,2,1,0,Employed,Rural,Criminal Background
27,0,2,0,0.248812299,0,Employed,Rural,No Criminal Background
59,1,3,0,0.870305702,0,Part-Time,Rural,No Criminal Background
56,0,2,4,1,1,Unemployed,Rural,No Criminal Background
35,1,1,2,0.8007086,0,Part-Time,Rural,Criminal Background
18,1,2,2,0.105879021,0,Part-Time,Urban,No Criminal Background
56,1,2,1,1,1,Part-Time,Rural,Criminal Background
38,1,0,3,0.8717365,0,Employed,Urban,No Criminal Background
18,0,0,1,1,1,Unemployed,Urban,Criminal Background
32,1,3,1,0.036728189,0,Part-Time,Urban,Criminal Background
21,0,0,3,1,0,Employed,Rural,No Criminal Background
37,1,2,4,0.151746112,0,Part-Time,Urban,No Criminal Background
27,0,0,4,0.244624794,0,Student,Urban,Criminal Background
40,0,1,3,0.919895213,1,Unemployed,Rural,Criminal Background
58,0,2,3,0.320626735,1,Employed,Urban,No Criminal Background
51,0,2,2,0.727483027,0,Student,Urban,Criminal Background
63,0,2,2,0.772553504,1,Part-Time,Rural,Criminal Background
65,1,1,2,0.136268493,0,Student,Rural,No Criminal Background
50,0,2,2,0.833466523,0,Student,Rural,No Criminal Background
51,1,0,0,0.92395491,0,Employed,Urban,Criminal Background
56,0,1,0,0.244564836,0,Unemployed,Urban,Criminal Background
27,1,2,4,0.72095239,0,Unemployed,Rural,No Criminal Background
37,1,0,0,0.341865372,0,Employed,Urban,No Criminal Background
18,1,0,0,0.530851481,0,Part-Time,Rural,No Criminal Background
30,0,3,2,0.331485207,1,Student,Rural,Criminal Background
18,1,0,2,0.470374018,1,Unemployed,Rural,No Criminal Background
22,0,0,3,0.036573456,0,Unemployed,Urban,Criminal Background
33,0,3,2,1,0,Student,Urban,No Criminal Background
32,1,3,3,0.624799922,0,Part-Time,Urban,No Criminal Background
66,1,1,3,0.630889044,1,Student,Rural,Criminal Background
45,0,0,0,0.487510352,0,Employed,Rural,No Criminal Background
48,0,1,2,0.783171859,0,Employed,Urban,Criminal Background
40,0,1,0,0.55191391,1,Part-Time,Urban,No Criminal Background
65,0,2,2,0.455283528,0,Unemployed,Urban,No Criminal Background
62,0,1,0,0.739484393,0,Unemployed,Rural,No Criminal Background
60,0,1,0,0.382512485,0,Part-Time,Rural,No Criminal Background
34,1,1,0,0.237665868,0,Part-Time,Urban,No Criminal Background
66,0,1,4,0.734719786,1,Employed,Urban,Criminal Background
51,0,3,0,1,0,Employed,Urban,Criminal Background
30,1,0,1,0.152828178,0,Part-Time,Urban,Criminal Background
31,1,2,1,0.039526716,0,Unemployed,Rural,No Criminal Background
28,1,3,1,0.246811745,0,Student,Urban,No Criminal Background
45,0,2,3,1,0,Student,Urban,No Criminal Background
59,1,2,0,0.870195977,0,Student,Rural,No Criminal Background
49,1,3,1,0.688225292,0,Employed,Rural,Criminal Background
52,0,1,3,1,0,Part-Time,Urban,Criminal Background
48,0,3,1,0.591441987,0,Unemployed,Rural,No Criminal Background
34,0,2,2,1,0,Employed,Urban,Criminal Background
64,0,2,4,0.358525475,1,Part-Time,Urban,No Criminal Background
26,1,1,0,0.317203589,0,Part-Time,Urban,No Criminal Background
27,0,3,4,0.736945672,1,Student,Rural,No Criminal Background
25,1,0,4,0.378153968,0,Student,Urban,Criminal Background
38,0,2,2,0.792352411,1,Unemployed,Urban,No Criminal Background
30,1,3,2,0.368282088,0,Unemployed,Rural,Criminal Background
67,0,1,2,0.856434704,0,Student,Rural,Criminal Background
22,0,1,3,0.382184317,0,Student,Rural,No Criminal Background
23,0,0,1,0.056069276,0,Part-Time,Urban,Criminal Background
47,1,2,0,1,1,Unemployed,Urban,No Criminal Background
48,1,0,2,0.883205202,0,Part-Time,Urban,Criminal Background
34,1,0,0,1,0,Unemployed,Urban,No Criminal Background
28,0,0,0,0.997047566,1,Unemployed,Urban,No Criminal Background
37,1,0,0,0.78854296,0,Employed,Rural,No Criminal Background
65,0,1,2,0.852256081,0,Student,Rural,No Criminal Background
26,0,2,2,0.138536658,0,Employed,Urban,No Criminal Background
19,0,0,1,0.263320935,0,Unemployed,Urban,Criminal Background
54,1,2,2,0.289469689,1,Part-Time,Urban,No Criminal Background
18,0,1,2,1,0,Unemployed,Urban,No Criminal Background
21,1,1,0,0.20756343,0,Employed,Urban,Criminal Background
53,0,3,1,1,0,Student,Urban,No Criminal Background
42,0,3,4,0.632570737,0,Part-Time,Urban,No Criminal Background
20,0,2,2,0.905195589,0,Unemployed,Urban,Criminal Background
26,1,3,2,0.133120218,0,Unemployed,Rural,No Criminal Background
39,1,0,4,0.282485226,0,Student,Rural,Criminal Background
40,0,2,0,1,1,Unemployed,Urban,Criminal Background
29,1,1,1,0.367286927,0,Unemployed,Urban,Criminal Background
27,1,1,0,0.355826064,0,Student,Urban,No Criminal Background
51,0,0,3,0.228224979,0,Employed,Rural,Criminal Background
60,0,3,2,0.149080083,1,Employed,Rural,No Criminal Background
27,1,2,3,0.233257641,0,Employed,Urban,Criminal Background
47,0,2,2,0.706559581,1,Employed,Urban,Criminal Background
39,0,0,3,0.500904507,1,Part-Time,Urban,Criminal Background
23,1,3,4,0.553755836,1,Part-Time,Urban,No Criminal Background
67,1,2,2,0.122364829,0,Student,Urban,Criminal Background
19,0,0,2,1,0,Student,Rural,No Criminal Background
47,1,2,3,0.784094701,0,Student,Urban,Criminal Background
19,1,1,1,0.028498683,1,Part-Time,Urban,Criminal Background
49,0,2,3,0.560344317,1,Unemployed,Rural,No Criminal Background
59,0,2,2,0.075647662,1,Part-Time,Urban,Criminal Background
33,0,2,2,0.914882175,0,Employed,Rural,Criminal Background
29,0,3,1,0.851546484,0,Employed,Rural,No Criminal Background
18,1,3,0,1,0,Unemployed,Rural,No Criminal Background
25,1,0,1,0.236403959,0,Student,Urban,Criminal Background
65,0,3,0,0.57972392,0,Part-Time,Rural,Criminal Background
67,0,2,2,0.245046023,0,Unemployed,Rural,Criminal Background
30,0,2,4,0.493092802,1,Unemployed,Rural,No Criminal Background
32,0,3,4,0.574467577,0,Part-Time,Urban,No Criminal Background
61,1,3,3,0.064396929,1,Unemployed,Rural,Criminal Background
25,1,2,1,0.750613931,1,Student,Rural,No Criminal Background
27,0,2,1,0.597622696,0,Part-Time,Urban,No Criminal Background
63,0,1,4,1,0,Part-Time,Urban,Criminal Background
22,1,0,0,0.360992451,0,Unemployed,Rural,No Criminal Background
67,1,3,1,1,0,Student,Rural,No Criminal Background
36,1,0,0,1,0,Student,Rural,No Criminal Background
64,1,2,0,0.919298438,0,Employed,Urban,No Criminal Background
55,0,0,0,0.855681723,1,Part-Time,Urban,No Criminal Background
28,1,3,0,0.893605683,0,Employed,Urban,Criminal Background
60,1,3,3,0.573744243,0,Student,Urban,No Criminal Background
37,1,0,3,0.190153863,1,Student,Urban,No Criminal Background
37,0,3,4,0.781981991,0,Employed,Rural,No Criminal Background
38,0,1,3,1,0,Part-Time,Rural,No Criminal Background
35,1,2,1,1,1,Employed,Urban,Criminal Background
67,1,2,3,0.568366382,0,Student,Rural,Criminal Background
27,0,3,1,0.298505917,0,Student,Urban,No Criminal Background
51,0,2,1,0.99889683,1,Unemployed,Rural,Criminal Background
43,1,1,0,1,0,Unemployed,Rural,No Criminal Background
47,0,3,4,0.194935299,0,Employed,Urban,Criminal Background
26,1,1,0,0.49486484,0,Unemployed,Urban,No Criminal Background
63,0,1,0,0.751047002,0,Student,Rural,No Criminal Background
68,1,2,3,0.196597903,1,Part-Time,Rural,Criminal Background
48,1,2,3,0.023331671,1,Part-Time,Rural,No Criminal Background
59,0,0,1,0.389215506,0,Employed,Rural,Criminal Background
21,1,1,3,1,1,Unemployed,Urban,No Criminal Background
23,0,2,3,0.050206001,1,Employed,Rural,Criminal Background
31,0,1,2,0.651114312,0,Unemployed,Urban,Criminal Background
21,0,0,1,0.968376082,0,Part-Time,Rural,Criminal Background
43,1,1,1,1,0,Unemployed,Urban,Criminal Background
64,1,3,2,1,0,Unemployed,Urban,No Criminal Background
65,1,0,1,0.421969381,0,Employed,Urban,No Criminal Background
56,0,0,4,1,0,Part-Time,Rural,Criminal Background
34,1,1,4,0.051322092,0,Unemployed,Rural,No Criminal Background
36,1,1,2,0.895100326,1,Part-Time,Urban,No Criminal Background
68,1,2,3,0.853727421,1,Unemployed,Rural,No Criminal Background
66,1,3,4,0.249521858,0,Part-Time,Urban,Criminal Background
23,0,0,2,0.641757903,1,Unemployed,Urban,Criminal Background
46,1,0,4,0.142509112,0,Student,Urban,No Criminal Background
28,0,0,0,1,0,Part-Time,Urban,No Criminal Background
33,0,2,2,0.393687894,0,Student,Urban,Criminal Background
47,0,3,1,0.723081363,1,Student,Rural,No Criminal Background
42,0,0,4,0.174653915,1,Student,Urban,No Criminal Background
57,1,0,1,0.24894405,1,Unemployed,Rural,No Criminal Background
28,1,2,2,1,1,Part-Time,Rural,Criminal Background
24,1,1,4,1,0,Unemployed,Rural,Criminal Background
43,0,0,1,1,1,Unemployed,Urban,Criminal Background
39,1,3,3,0.341708096,0,Part-Time,Rural,No Criminal Background
42,0,3,3,0.190070122,0,Employed,Rural,No Criminal Background
36,1,3,0,0.60745517,0,Unemployed,Rural,No Criminal Background
48,1,3,2,0.571341866,0,Student,Rural,Criminal Background
43,1,2,1,0.201188491,0,Unemployed,Urban,Criminal Background
59,0,0,0,0.846868603,0,Employed,Rural,Criminal Background
58,1,2,2,0.379866411,0,Student,Rural,No Criminal Background
53,0,3,3,0.259327219,0,Unemployed,Urban,Criminal Background
40,0,3,1,0.421784903,0,Part-Time,Rural,No Criminal Background
64,0,3,4,0.651025798,0,Student,Rural,No Criminal Background
30,1,2,3,0.762794479,0,Employed,Rural,Criminal Background
42,1,3,4,0.581883245,1,Unemployed,Rural,No Criminal Background
19,0,0,4,0.607062213,1,Part-Time,Rural,No Criminal Background
19,0,3,1,0.15284053,0,Student,Urban,Criminal Background
33,0,0,1,1,1,Student,Rural,No Criminal Background
26,0,0,4,1,0,Part-Time,Rural,Criminal Background
45,0,3,0,0.751769249,0,Employed,Urban,Criminal Background
30,1,2,4,0.018512979,0,Student,Rural,Criminal Background
52,1,1,4,0.676713512,0,Employed,Rural,No Criminal Background
58,1,1,1,0.792815905,0,Employed,Rural,Criminal Background
30,0,0,2,1,0,Part-Time,Urban,Criminal Background
48,0,2,3,1,0,Student,Rural,Criminal Background
38,1,1,1,1,0,Unemployed,Rural,No Criminal Background
49,1,3,0,0.073724796,1,Part-Time,Rural,No Criminal Background
51,0,3,3,1,0,Part-Time,Rural,No Criminal Background
25,0,0,1,0.70762374,1,Employed,Rural,Criminal Background
58,0,2,1,1,0,Unemployed,Urban,Criminal Background
65,1,2,2,0.470307741,1,Part-Time,Rural,Criminal Background
19,0,1,0,0.464160072,0,Employed,Urban,No Criminal Background
55,0,1,0,0.642056386,1,Student,Rural,Criminal Background
49,0,3,1,0.169640062,1,Employed,Rural,Criminal Background
57,1,0,2,0.474273099,0,Unemployed,Rural,No Criminal Background
45,0,2,1,1,0,Unemployed,Urban,No Criminal Background
54,1,1,4,0.045540584,0,Employed,Urban,Criminal Background
58,0,1,4,0.209116973,1,Student,Rural,Criminal Background
18,0,0,2,0.166185539,0,Unemployed,Rural,Criminal Background
58,1,0,1,0.463536874,0,Unemployed,Urban,No Criminal Background
27,0,3,2,1,0,Student,Urban,No Criminal Background
21,1,0,1,0.17335793,0,Part-Time,Urban,Criminal Background
52,0,3,1,0.193237329,0,Unemployed,Rural,No Criminal Background
27,1,3,4,0.91505573,1,Employed,Urban,No Criminal Background
64,0,0,3,0.970255569,0,Student,Urban,Criminal Background
28,1,0,0,0.037076425,1,Unemployed,Urban,Criminal Background
31,1,0,0,0.75170596,0,Part-Time,Urban,No Criminal Background
55,0,0,2,0.870622318,0,Unemployed,Rural,No Criminal Background
29,1,0,0,0.76774081,0,Part-Time,Urban,No Criminal Background
62,0,3,4,0.625545605,1,Unemployed,Urban,No Criminal Background
34,1,1,3,1,0,Unemployed,Rural,Criminal Background
33,0,2,1,0.053054893,0,Employed,Urban,No Criminal Background
52,0,2,1,0.297769101,0,Student,Rural,Criminal Background
19,0,3,4,0.436200586,0,Student,Urban,No Criminal Background
28,0,3,0,0.519493523,1,Employed,Rural,Criminal Background
58,1,1,1,1,0,Student,Urban,No Criminal Background
20,0,0,0,0.646805041,0,Student,Rural,Criminal Background
46,0,3,4,0.0521032,0,Student,Rural,Criminal Background
35,0,2,1,0.541743981,0,Unemployed,Rural,Criminal Background
37,0,0,2,0.55320339,0,Unemployed,Rural,No Criminal Background
64,0,3,3,1,0,Part-Time,Rural,No Criminal Background
31,1,0,0,0.629156946,0,Part-Time,Rural,No Criminal Background
51,0,2,0,0.769137796,0,Student,Urban,No Criminal Background
66,1,0,0,0.748915683,0,Student,Rural,Criminal Background
48,1,3,0,0.808541281,0,Student,Rural,No Criminal Background
57,0,3,4,0.806832385,0,Employed,Rural,Criminal Background
59,0,2,4,0.315053397,0,Unemployed,Rural,Criminal Background
